log10_T,r,g,b,log10_Y
5.65,0.669824,0.975596,2.213974,12.449700
5.66,0.669756,0.975581,2.214324,12.459996
5.67,0.669689,0.975567,2.214665,12.470284
5.68,0.669623,0.975552,2.214999,12.480566
5.69,0.669559,0.975539,2.215326,12.490842
5.70,0.669497,0.975525,2.215645,12.501111
5.71,0.669436,0.975512,2.215956,12.511374
5.72,0.669376,0.975499,2.216260,12.521631
5.73,0.669318,0.975486,2.216557,12.531882
5.74,0.669261,0.975474,2.216848,12.542128
5.75,0.669205,0.975461,2.217132,12.552367
5.76,0.669151,0.975450,2.217409,12.562601
5.77,0.669098,0.975438,2.217679,12.572830
5.78,0.669046,0.975427,2.217944,12.583054
5.79,0.668996,0.975416,2.218202,12.593272
5.80,0.668946,0.975405,2.218455,12.603486
5.81,0.668898,0.975394,2.218702,12.613694
5.82,0.668851,0.975384,2.218943,12.623898
5.83,0.668805,0.975374,2.219178,12.634097
5.84,0.668760,0.975364,2.219408,12.644292
5.85,0.668716,0.975354,2.219633,12.654482
5.86,0.668673,0.975345,2.219853,12.664668
5.87,0.668631,0.975336,2.220067,12.674849
5.88,0.668590,0.975327,2.220277,12.685026
5.89,0.668550,0.975318,2.220482,12.695200
5.90,0.668511,0.975310,2.220682,12.705369
5.91,0.668473,0.975301,2.220877,12.715534
5.92,0.668435,0.975293,2.221068,12.725696
5.93,0.668399,0.975285,2.221255,12.735854
5.94,0.668363,0.975277,2.221437,12.746008
5.95,0.668328,0.975270,2.221615,12.756159
5.96,0.668294,0.975262,2.221790,12.766306
5.97,0.668261,0.975255,2.221960,12.776450
5.98,0.668228,0.975248,2.222126,12.786591
5.99,0.668197,0.975241,2.222288,12.796729
6.00,0.668166,0.975234,2.222447,12.806863
6.01,0.668135,0.975227,2.222602,12.816994
6.02,0.668106,0.975221,2.222753,12.827122
6.03,0.668077,0.975214,2.222901,12.837248
6.04,0.668049,0.975208,2.223046,12.847370
6.05,0.668021,0.975202,2.223187,12.857490
6.06,0.667994,0.975196,2.223325,12.867607
6.07,0.667968,0.975190,2.223460,12.877721
6.08,0.667942,0.975185,2.223592,12.887833
6.09,0.667917,0.975179,2.223721,12.897942
6.10,0.667892,0.975174,2.223847,12.908048
6.11,0.667868,0.975169,2.223970,12.918153
6.12,0.667845,0.975163,2.224090,12.928254
6.13,0.667822,0.975158,2.224207,12.938354
6.14,0.667800,0.975153,2.224322,12.948451
6.15,0.667778,0.975149,2.224434,12.958546
6.16,0.667756,0.975144,2.224544,12.968639
6.17,0.667735,0.975139,2.224651,12.978729
6.18,0.667715,0.975135,2.224755,12.988818
6.19,0.667695,0.975130,2.224858,12.998905
6.20,0.667676,0.975126,2.224957,13.008989
6.21,0.667657,0.975122,2.225055,13.019072
6.22,0.667638,0.975118,2.225150,13.029153
6.23,0.667620,0.975114,2.225244,13.039232
6.24,0.667602,0.975110,2.225335,13.049309
6.25,0.667585,0.975106,2.225424,13.059384
6.26,0.667568,0.975102,2.225510,13.069458
6.27,0.667551,0.975099,2.225595,13.079530
6.28,0.667535,0.975095,2.225678,13.089600
6.29,0.667519,0.975092,2.225759,13.099669
6.30,0.667504,0.975088,2.225839,13.109736
6.31,0.667489,0.975085,2.225916,13.119802
6.32,0.667474,0.975082,2.225992,13.129866
6.33,0.667459,0.975079,2.226066,13.139929
6.34,0.667445,0.975075,2.226138,13.149990
6.35,0.667432,0.975072,2.226209,13.160050
6.36,0.667418,0.975069,2.226278,13.170108
6.37,0.667405,0.975067,2.226345,13.180165
6.38,0.667392,0.975064,2.226411,13.190221
6.39,0.667380,0.975061,2.226475,13.200276
6.40,0.667367,0.975058,2.226538,13.210329
6.41,0.667355,0.975056,2.226600,13.220381
6.42,0.667344,0.975053,2.226660,13.230432
6.43,0.667332,0.975050,2.226718,13.240482
6.44,0.667321,0.975048,2.226776,13.250531
6.45,0.667310,0.975046,2.226832,13.260578
6.46,0.667299,0.975043,2.226887,13.270625
6.47,0.667289,0.975041,2.226940,13.280670
6.48,0.667279,0.975039,2.226992,13.290714
6.49,0.667269,0.975036,2.227043,13.300758
6.50,0.667259,0.975034,2.227093,13.310800
6.51,0.667250,0.975032,2.227142,13.320842
6.52,0.667240,0.975030,2.227190,13.330882
6.53,0.667231,0.975028,2.227237,13.340921
6.54,0.667222,0.975026,2.227282,13.350960
6.55,0.667214,0.975024,2.227327,13.360998
6.56,0.667205,0.975022,2.227370,13.371035
6.57,0.667197,0.975021,2.227413,13.381071
6.58,0.667189,0.975019,2.227454,13.391106
6.59,0.667181,0.975017,2.227495,13.401140
6.60,0.667173,0.975015,2.227534,13.411174
6.61,0.667166,0.975014,2.227573,13.421207
6.62,0.667158,0.975012,2.227611,13.431239
6.63,0.667151,0.975010,2.227648,13.441270
6.64,0.667144,0.975009,2.227684,13.451301
6.65,0.667137,0.975007,2.227719,13.461331
6.66,0.667130,0.975006,2.227754,13.471360
6.67,0.667124,0.975004,2.227788,13.481389
6.68,0.667117,0.975003,2.227821,13.491417
6.69,0.667111,0.975002,2.227853,13.501444
6.70,0.667105,0.975000,2.227884,13.511471
6.71,0.667099,0.974999,2.227915,13.521497
6.72,0.667093,0.974998,2.227945,13.531523
6.73,0.667087,0.974996,2.227974,13.541547
6.74,0.667082,0.974995,2.228003,13.551572
6.75,0.667076,0.974994,2.228031,13.561596
6.76,0.667071,0.974993,2.228059,13.571619
6.77,0.667066,0.974992,2.228085,13.581642
6.78,0.667061,0.974991,2.228112,13.591664
6.79,0.667056,0.974989,2.228137,13.601686
6.80,0.667051,0.974988,2.228162,13.611707
6.81,0.667046,0.974987,2.228187,13.621727
6.82,0.667041,0.974986,2.228210,13.631748
6.83,0.667037,0.974985,2.228234,13.641768
6.84,0.667033,0.974984,2.228257,13.651787
6.85,0.667028,0.974983,2.228279,13.661806
6.86,0.667024,0.974982,2.228301,13.671824
6.87,0.667020,0.974981,2.228322,13.681842
6.88,0.667016,0.974981,2.228343,13.691860
6.89,0.667012,0.974980,2.228363,13.701877
6.90,0.667008,0.974979,2.228383,13.711894
6.91,0.667004,0.974978,2.228402,13.721910
6.92,0.667000,0.974977,2.228421,13.731927
6.93,0.666997,0.974976,2.228440,13.741942
6.94,0.666993,0.974976,2.228458,13.751958
6.95,0.666990,0.974975,2.228476,13.761973
6.96,0.666986,0.974974,2.228493,13.771987
6.97,0.666983,0.974973,2.228510,13.782002
6.98,0.666980,0.974973,2.228526,13.792016
6.99,0.666977,0.974972,2.228542,13.802029
7.00,0.666974,0.974971,2.228558,13.812043
7.01,0.666971,0.974971,2.228574,13.822056
7.02,0.666968,0.974970,2.228589,13.832069
7.03,0.666965,0.974969,2.228603,13.842081
7.04,0.666962,0.974969,2.228618,13.852093
7.05,0.666959,0.974968,2.228632,13.862105
7.06,0.666957,0.974968,2.228646,13.872117
7.07,0.666954,0.974967,2.228659,13.882128
7.08,0.666952,0.974966,2.228672,13.892139
7.09,0.666949,0.974966,2.228685,13.902150
7.10,0.666947,0.974965,2.228697,13.912161
7.11,0.666944,0.974965,2.228710,13.922171
7.12,0.666942,0.974964,2.228722,13.932181
7.13,0.666940,0.974964,2.228733,13.942191
7.14,0.666937,0.974963,2.228745,13.952201
7.15,0.666935,0.974963,2.228756,13.962211
7.16,0.666933,0.974962,2.228767,13.972220
7.17,0.666931,0.974962,2.228777,13.982229
7.18,0.666929,0.974961,2.228788,13.992238
7.19,0.666927,0.974961,2.228798,14.002246
7.20,0.666925,0.974961,2.228808,14.012255
7.21,0.666923,0.974960,2.228818,14.022263
7.22,0.666921,0.974960,2.228827,14.032271
7.23,0.666920,0.974959,2.228836,14.042279
7.24,0.666918,0.974959,2.228846,14.052287
7.25,0.666916,0.974959,2.228854,14.062294
7.26,0.666914,0.974958,2.228863,14.072301
7.27,0.666913,0.974958,2.228872,14.082309
7.28,0.666911,0.974957,2.228880,14.092316
7.29,0.666910,0.974957,2.228888,14.102323
7.30,0.666908,0.974957,2.228896,14.112329
7.31,0.666907,0.974956,2.228903,14.122336
7.32,0.666905,0.974956,2.228911,14.132342
7.33,0.666904,0.974956,2.228918,14.142348
7.34,0.666902,0.974955,2.228926,14.152355
7.35,0.666901,0.974955,2.228933,14.162361
7.36,0.666900,0.974955,2.228940,14.172366
7.37,0.666898,0.974955,2.228946,14.182372
7.38,0.666897,0.974954,2.228953,14.192378
7.39,0.666896,0.974954,2.228959,14.202383
7.40,0.666894,0.974954,2.228966,14.212388
7.41,0.666893,0.974953,2.228972,14.222394
7.42,0.666892,0.974953,2.228978,14.232399
7.43,0.666891,0.974953,2.228983,14.242404
7.44,0.666890,0.974953,2.228989,14.252409
7.45,0.666889,0.974953,2.228995,14.262413
7.46,0.666888,0.974952,2.229000,14.272418
7.47,0.666887,0.974952,2.229006,14.282422
7.48,0.666886,0.974952,2.229011,14.292427
7.49,0.666885,0.974952,2.229016,14.302431
7.50,0.666884,0.974951,2.229021,14.312435
7.51,0.666883,0.974951,2.229026,14.322440
7.52,0.666882,0.974951,2.229031,14.332444
7.53,0.666881,0.974951,2.229035,14.342448
7.54,0.666880,0.974951,2.229040,14.352451
7.55,0.666879,0.974950,2.229044,14.362455
7.56,0.666878,0.974950,2.229049,14.372459
7.57,0.666877,0.974950,2.229053,14.382463
7.58,0.666877,0.974950,2.229057,14.392466
7.59,0.666876,0.974950,2.229061,14.402469
7.60,0.666875,0.974949,2.229065,14.412473
7.61,0.666874,0.974949,2.229069,14.422476
7.62,0.666874,0.974949,2.229073,14.432479
7.63,0.666873,0.974949,2.229076,14.442482
7.64,0.666872,0.974949,2.229080,14.452486
7.65,0.666871,0.974949,2.229083,14.462489
7.66,0.666871,0.974949,2.229087,14.472491
7.67,0.666870,0.974948,2.229090,14.482494
7.68,0.666870,0.974948,2.229094,14.492497
7.69,0.666869,0.974948,2.229097,14.502500
7.70,0.666868,0.974948,2.229100,14.512502
7.71,0.666868,0.974948,2.229103,14.522505
7.72,0.666867,0.974948,2.229106,14.532508
7.73,0.666867,0.974948,2.229109,14.542510
7.74,0.666866,0.974947,2.229112,14.552513
7.75,0.666865,0.974947,2.229115,14.562515
7.76,0.666865,0.974947,2.229117,14.572517
7.77,0.666864,0.974947,2.229120,14.582520
7.78,0.666864,0.974947,2.229123,14.592522
7.79,0.666863,0.974947,2.229125,14.602524
7.80,0.666863,0.974947,2.229128,14.612526
7.81,0.666862,0.974947,2.229130,14.622528
7.82,0.666862,0.974947,2.229132,14.632530
7.83,0.666861,0.974946,2.229135,14.642532
7.84,0.666861,0.974946,2.229137,14.652534
7.85,0.666861,0.974946,2.229139,14.662536
7.86,0.666860,0.974946,2.229141,14.672538
7.87,0.666860,0.974946,2.229144,14.682540
7.88,0.666859,0.974946,2.229146,14.692541
7.89,0.666859,0.974946,2.229148,14.702543
7.90,0.666859,0.974946,2.229150,14.712545
7.91,0.666858,0.974946,2.229152,14.722546
7.92,0.666858,0.974946,2.229154,14.732548
7.93,0.666857,0.974946,2.229155,14.742550
7.94,0.666857,0.974946,2.229157,14.752551
7.95,0.666857,0.974945,2.229159,14.762553
7.96,0.666856,0.974945,2.229161,14.772554
7.97,0.666856,0.974945,2.229162,14.782556
7.98,0.666856,0.974945,2.229164,14.792557
7.99,0.666855,0.974945,2.229166,14.802558
8.00,0.666855,0.974945,2.229167,14.812560
8.01,0.666855,0.974945,2.229169,14.822561
8.02,0.666855,0.974945,2.229170,14.832562
8.03,0.666854,0.974945,2.229172,14.842563
8.04,0.666854,0.974945,2.229173,14.852565
8.05,0.666854,0.974945,2.229175,14.862566
8.06,0.666853,0.974945,2.229176,14.872567
8.07,0.666853,0.974945,2.229177,14.882568
8.08,0.666853,0.974945,2.229179,14.892569
8.09,0.666853,0.974945,2.229180,14.902570
8.10,0.666852,0.974944,2.229181,14.912571
8.11,0.666852,0.974944,2.229182,14.922572
8.12,0.666852,0.974944,2.229184,14.932573
8.13,0.666852,0.974944,2.229185,14.942574
8.14,0.666852,0.974944,2.229186,14.952575
8.15,0.666851,0.974944,2.229187,14.962576
8.16,0.666851,0.974944,2.229188,14.972577
8.17,0.666851,0.974944,2.229189,14.982578
8.18,0.666851,0.974944,2.229190,14.992579
8.19,0.666851,0.974944,2.229191,15.002580
8.20,0.666850,0.974944,2.229192,15.012581
8.21,0.666850,0.974944,2.229193,15.022582
8.22,0.666850,0.974944,2.229194,15.032582
8.23,0.666850,0.974944,2.229195,15.042583
8.24,0.666850,0.974944,2.229196,15.052584
8.25,0.666849,0.974944,2.229197,15.062585
8.26,0.666849,0.974944,2.229198,15.072586
8.27,0.666849,0.974944,2.229199,15.082586
8.28,0.666849,0.974944,2.229199,15.092587
8.29,0.666849,0.974944,2.229200,15.102588
8.30,0.666849,0.974944,2.229201,15.112588
8.31,0.666848,0.974944,2.229202,15.122589
8.32,0.666848,0.974944,2.229202,15.132590
8.33,0.666848,0.974944,2.229203,15.142590
8.34,0.666848,0.974943,2.229204,15.152591
8.35,0.666848,0.974943,2.229205,15.162591
8.36,0.666848,0.974943,2.229205,15.172592
8.37,0.666848,0.974943,2.229206,15.182593
8.38,0.666847,0.974943,2.229207,15.192593
8.39,0.666847,0.974943,2.229207,15.202594
8.40,0.666847,0.974943,2.229208,15.212594
8.41,0.666847,0.974943,2.229209,15.222595
8.42,0.666847,0.974943,2.229209,15.232595
8.43,0.666847,0.974943,2.229210,15.242596
8.44,0.666847,0.974943,2.229210,15.252596
8.45,0.666847,0.974943,2.229211,15.262597
8.46,0.666847,0.974943,2.229211,15.272597
8.47,0.666846,0.974943,2.229212,15.282598
8.48,0.666846,0.974943,2.229212,15.292598
8.49,0.666846,0.974943,2.229213,15.302598
8.50,0.666846,0.974943,2.229213,15.312599
8.51,0.666846,0.974943,2.229214,15.322599
8.52,0.666846,0.974943,2.229214,15.332600
8.53,0.666846,0.974943,2.229215,15.342600
8.54,0.666846,0.974943,2.229215,15.352600
8.55,0.666846,0.974943,2.229216,15.362601
8.56,0.666846,0.974943,2.229216,15.372601
8.57,0.666846,0.974943,2.229217,15.382602
8.58,0.666845,0.974943,2.229217,15.392602
8.59,0.666845,0.974943,2.229217,15.402602
8.60,0.666845,0.974943,2.229218,15.412603
8.61,0.666845,0.974943,2.229218,15.422603
8.62,0.666845,0.974943,2.229219,15.432603
8.63,0.666845,0.974943,2.229219,15.442604
8.64,0.666845,0.974943,2.229219,15.452604
8.65,0.666845,0.974943,2.229220,15.462604
8.66,0.666845,0.974943,2.229220,15.472604
8.67,0.666845,0.974943,2.229220,15.482605
8.68,0.666845,0.974943,2.229221,15.492605
8.69,0.666845,0.974943,2.229221,15.502605
8.70,0.666845,0.974943,2.229221,15.512606
8.71,0.666845,0.974943,2.229222,15.522606
8.72,0.666845,0.974943,2.229222,15.532606
8.73,0.666844,0.974943,2.229222,15.542606
8.74,0.666844,0.974943,2.229223,15.552607
8.75,0.666844,0.974943,2.229223,15.562607
8.76,0.666844,0.974943,2.229223,15.572607
8.77,0.666844,0.974943,2.229223,15.582607
8.78,0.666844,0.974943,2.229224,15.592608
8.79,0.666844,0.974943,2.229224,15.602608
8.80,0.666844,0.974943,2.229224,15.612608
8.81,0.666844,0.974943,2.229224,15.622608
8.82,0.666844,0.974943,2.229225,15.632608
8.83,0.666844,0.974943,2.229225,15.642609
8.84,0.666844,0.974943,2.229225,15.652609
8.85,0.666844,0.974943,2.229225,15.662609
8.86,0.666844,0.974943,2.229226,15.672609
8.87,0.666844,0.974943,2.229226,15.682609
8.88,0.666844,0.974943,2.229226,15.692609
8.89,0.666844,0.974943,2.229226,15.702610
8.90,0.666844,0.974943,2.229226,15.712610
8.91,0.666844,0.974943,2.229227,15.722610
8.92,0.666844,0.974943,2.229227,15.732610
8.93,0.666844,0.974943,2.229227,15.742610
8.94,0.666844,0.974942,2.229227,15.752610
8.95,0.666843,0.974942,2.229227,15.762611
8.96,0.666843,0.974942,2.229227,15.772611
8.97,0.666843,0.974942,2.229228,15.782611
8.98,0.666843,0.974942,2.229228,15.792611
8.99,0.666843,0.974942,2.229228,15.802611
9.00,0.666843,0.974942,2.229228,15.812611
9.01,0.666843,0.974942,2.229228,15.822611
9.02,0.666843,0.974942,2.229228,15.832612
9.03,0.666843,0.974942,2.229229,15.842612
9.04,0.666843,0.974942,2.229229,15.852612
9.05,0.666843,0.974942,2.229229,15.862612
9.06,0.666843,0.974942,2.229229,15.872612
9.07,0.666843,0.974942,2.229229,15.882612
9.08,0.666843,0.974942,2.229229,15.892612
9.09,0.666843,0.974942,2.229229,15.902612
9.10,0.666843,0.974942,2.229229,15.912612
9.11,0.666843,0.974942,2.229230,15.922613
9.12,0.666843,0.974942,2.229230,15.932613
9.13,0.666843,0.974942,2.229230,15.942613
9.14,0.666843,0.974942,2.229230,15.952613
9.15,0.666843,0.974942,2.229230,15.962613
9.16,0.666843,0.974942,2.229230,15.972613
9.17,0.666843,0.974942,2.229230,15.982613
9.18,0.666843,0.974942,2.229230,15.992613
9.19,0.666843,0.974942,2.229230,16.002613
9.20,0.666843,0.974942,2.229231,16.012613
9.21,0.666843,0.974942,2.229231,16.022614
9.22,0.666843,0.974942,2.229231,16.032614
9.23,0.666843,0.974942,2.229231,16.042614
9.24,0.666843,0.974942,2.229231,16.052614
9.25,0.666843,0.974942,2.229231,16.062614
9.26,0.666843,0.974942,2.229231,16.072614
9.27,0.666843,0.974942,2.229231,16.082614
9.28,0.666843,0.974942,2.229231,16.092614
9.29,0.666843,0.974942,2.229231,16.102614
9.30,0.666843,0.974942,2.229231,16.112614
9.31,0.666843,0.974942,2.229232,16.122614
9.32,0.666843,0.974942,2.229232,16.132614
9.33,0.666843,0.974942,2.229232,16.142614
9.34,0.666843,0.974942,2.229232,16.152614
9.35,0.666843,0.974942,2.229232,16.162614
9.36,0.666843,0.974942,2.229232,16.172615
9.37,0.666843,0.974942,2.229232,16.182615
9.38,0.666843,0.974942,2.229232,16.192615
9.39,0.666843,0.974942,2.229232,16.202615
9.40,0.666843,0.974942,2.229232,16.212615
9.41,0.666843,0.974942,2.229232,16.222615
9.42,0.666843,0.974942,2.229232,16.232615
9.43,0.666842,0.974942,2.229232,16.242615
9.44,0.666842,0.974942,2.229232,16.252615
9.45,0.666842,0.974942,2.229232,16.262615
9.46,0.666842,0.974942,2.229232,16.272615
9.47,0.666842,0.974942,2.229233,16.282615
9.48,0.666842,0.974942,2.229233,16.292615
9.49,0.666842,0.974942,2.229233,16.302615
9.50,0.666842,0.974942,2.229233,16.312615
9.51,0.666842,0.974942,2.229233,16.322615
9.52,0.666842,0.974942,2.229233,16.332615
9.53,0.666842,0.974942,2.229233,16.342615
9.54,0.666842,0.974942,2.229233,16.352615
9.55,0.666842,0.974942,2.229233,16.362615
9.56,0.666842,0.974942,2.229233,16.372615
9.57,0.666842,0.974942,2.229233,16.382616
9.58,0.666842,0.974942,2.229233,16.392616
9.59,0.666842,0.974942,2.229233,16.402616
9.60,0.666842,0.974942,2.229233,16.412616
9.61,0.666842,0.974942,2.229233,16.422616
9.62,0.666842,0.974942,2.229233,16.432616
9.63,0.666842,0.974942,2.229233,16.442616
9.64,0.666842,0.974942,2.229233,16.452616
9.65,0.666842,0.974942,2.229233,16.462616
9.66,0.666842,0.974942,2.229233,16.472616
9.67,0.666842,0.974942,2.229233,16.482616
9.68,0.666842,0.974942,2.229233,16.492616
9.69,0.666842,0.974942,2.229233,16.502616
9.70,0.666842,0.974942,2.229233,16.512616
9.71,0.666842,0.974942,2.229234,16.522616
9.72,0.666842,0.974942,2.229234,16.532616
9.73,0.666842,0.974942,2.229234,16.542616
9.74,0.666842,0.974942,2.229234,16.552616
9.75,0.666842,0.974942,2.229234,16.562616
9.76,0.666842,0.974942,2.229234,16.572616
9.77,0.666842,0.974942,2.229234,16.582616
9.78,0.666842,0.974942,2.229234,16.592616
9.79,0.666842,0.974942,2.229234,16.602616
9.80,0.666842,0.974942,2.229234,16.612616
9.81,0.666842,0.974942,2.229234,16.622616
9.82,0.666842,0.974942,2.229234,16.632616
9.83,0.666842,0.974942,2.229234,16.642616
9.84,0.666842,0.974942,2.229234,16.652616
9.85,0.666842,0.974942,2.229234,16.662616
9.86,0.666842,0.974942,2.229234,16.672616
9.87,0.666842,0.974942,2.229234,16.682616
9.88,0.666842,0.974942,2.229234,16.692616
9.89,0.666842,0.974942,2.229234,16.702616
9.90,0.666842,0.974942,2.229234,16.712616
9.91,0.666842,0.974942,2.229234,16.722616
9.92,0.666842,0.974942,2.229234,16.732616
9.93,0.666842,0.974942,2.229234,16.742616
9.94,0.666842,0.974942,2.229234,16.752616
9.95,0.666842,0.974942,2.229234,16.762616
9.96,0.666842,0.974942,2.229234,16.772616
9.97,0.666842,0.974942,2.229234,16.782616
9.98,0.666842,0.974942,2.229234,16.792616
9.99,0.666842,0.974942,2.229234,16.802616
10.00,0.666842,0.974942,2.229234,16.812616
10.01,0.666842,0.974942,2.229234,16.822616
10.02,0.666842,0.974942,2.229234,16.832617
10.03,0.666842,0.974942,2.229234,16.842617
10.04,0.666842,0.974942,2.229234,16.852617
10.05,0.666842,0.974942,2.229234,16.862617
10.06,0.666842,0.974942,2.229234,16.872617
10.07,0.666842,0.974942,2.229234,16.882617
10.08,0.666842,0.974942,2.229234,16.892617
10.09,0.666842,0.974942,2.229234,16.902617
10.10,0.666842,0.974942,2.229234,16.912617
10.11,0.666842,0.974942,2.229234,16.922617
10.12,0.666842,0.974942,2.229234,16.932617
10.13,0.666842,0.974942,2.229234,16.942617
10.14,0.666842,0.974942,2.229234,16.952617
10.15,0.666842,0.974942,2.229234,16.962617
10.16,0.666842,0.974942,2.229234,16.972617
10.17,0.666842,0.974942,2.229234,16.982617
10.18,0.666842,0.974942,2.229234,16.992617
10.19,0.666842,0.974942,2.229234,17.002617
10.20,0.666842,0.974942,2.229234,17.012617
10.21,0.666842,0.974942,2.229234,17.022617
10.22,0.666842,0.974942,2.229234,17.032617
10.23,0.666842,0.974942,2.229234,17.042617
10.24,0.666842,0.974942,2.229234,17.052617
10.25,0.666842,0.974942,2.229234,17.062617
10.26,0.666842,0.974942,2.229234,17.072617
10.27,0.666842,0.974942,2.229234,17.082617
10.28,0.666842,0.974942,2.229234,17.092617
10.29,0.666842,0.974942,2.229234,17.102617
10.30,0.666842,0.974942,2.229234,17.112617
10.31,0.666842,0.974942,2.229235,17.122617
10.32,0.666842,0.974942,2.229235,17.132617
10.33,0.666842,0.974942,2.229235,17.142617
10.34,0.666842,0.974942,2.229235,17.152617
10.35,0.666842,0.974942,2.229235,17.162617
10.36,0.666842,0.974942,2.229235,17.172617
10.37,0.666842,0.974942,2.229235,17.182617
10.38,0.666842,0.974942,2.229235,17.192617
10.39,0.666842,0.974942,2.229235,17.202617
10.40,0.666842,0.974942,2.229235,17.212617
10.41,0.666842,0.974942,2.229235,17.222617
10.42,0.666842,0.974942,2.229235,17.232617
10.43,0.666842,0.974942,2.229235,17.242617
10.44,0.666842,0.974942,2.229235,17.252617
10.45,0.666842,0.974942,2.229235,17.262617
10.46,0.666842,0.974942,2.229235,17.272617
10.47,0.666842,0.974942,2.229235,17.282617
10.48,0.666842,0.974942,2.229235,17.292617
10.49,0.666842,0.974942,2.229235,17.302617
10.50,0.666842,0.974942,2.229235,17.312617
10.51,0.666842,0.974942,2.229235,17.322617
10.52,0.666842,0.974942,2.229235,17.332617
10.53,0.666842,0.974942,2.229235,17.342617
10.54,0.666842,0.974942,2.229235,17.352617
10.55,0.666842,0.974942,2.229235,17.362617
10.56,0.666842,0.974942,2.229235,17.372617
10.57,0.666842,0.974942,2.229235,17.382617
10.58,0.666842,0.974942,2.229235,17.392617
10.59,0.666842,0.974942,2.229235,17.402617
10.60,0.666842,0.974942,2.229235,17.412617
10.61,0.666842,0.974942,2.229235,17.422617
10.62,0.666842,0.974942,2.229235,17.432617
10.63,0.666842,0.974942,2.229235,17.442617
10.64,0.666842,0.974942,2.229235,17.452617
10.65,0.666842,0.974942,2.229235,17.462617
10.66,0.666842,0.974942,2.229235,17.472617
10.67,0.666842,0.974942,2.229235,17.482617
10.68,0.666842,0.974942,2.229235,17.492617
10.69,0.666842,0.974942,2.229235,17.502617
10.70,0.666842,0.974942,2.229235,17.512617
10.71,0.666842,0.974942,2.229235,17.522617
10.72,0.666842,0.974942,2.229235,17.532617
10.73,0.666842,0.974942,2.229235,17.542617
10.74,0.666842,0.974942,2.229235,17.552617
10.75,0.666842,0.974942,2.229235,17.562617
10.76,0.666842,0.974942,2.229235,17.572617
10.77,0.666842,0.974942,2.229235,17.582617
10.78,0.666842,0.974942,2.229235,17.592617
10.79,0.666842,0.974942,2.229235,17.602617
10.80,0.666842,0.974942,2.229235,17.612617
10.81,0.666842,0.974942,2.229235,17.622617
10.82,0.666842,0.974942,2.229235,17.632617
10.83,0.666842,0.974942,2.229235,17.642617
10.84,0.666842,0.974942,2.229235,17.652617
10.85,0.666842,0.974942,2.229235,17.662617
10.86,0.666842,0.974942,2.229235,17.672617
10.87,0.666842,0.974942,2.229235,17.682617
10.88,0.666842,0.974942,2.229235,17.692617
10.89,0.666842,0.974942,2.229235,17.702617
10.90,0.666842,0.974942,2.229235,17.712617
10.91,0.666842,0.974942,2.229235,17.722617
10.92,0.666842,0.974942,2.229235,17.732617
10.93,0.666842,0.974942,2.229235,17.742617
10.94,0.666842,0.974942,2.229235,17.752617
10.95,0.666842,0.974942,2.229235,17.762617
10.96,0.666842,0.974942,2.229235,17.772617
10.97,0.666842,0.974942,2.229235,17.782617
10.98,0.666842,0.974942,2.229235,17.792617
10.99,0.666842,0.974942,2.229235,17.802617
11.00,0.666842,0.974942,2.229235,17.812617
